vek_txt,pohlavi_kod,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,66,67,68,69,70,71,72,73,74,75,76,77,78,99
36,1,36935,39,18,43,60,73,4,77,3099,122,20,1,4,12,11,15,5,80,0,451,39,4,1,4,5,0,94,63,33,6,392,15,1,2,0,3,0,2,0,0,1006,107,539,9,0,7018,0,3,335,9,37,12,4,0,0,1,1,2,0,0,3,0,0,66,29,0,0,0,0,0,4,3,6,2,5,4,444,22313
36,2,34327,28,22,46,73,81,1,91,3732,177,24,3,5,8,7,10,0,87,0,477,38,5,1,3,8,1,41,58,8,6,120,13,1,1,2,7,1,3,0,0,1144,160,663,11,0,7810,4,0,82,4,29,1,3,1,1,0,3,4,1,1,0,0,0,11,4,0,0,0,0,0,0,1,1,1,0,1,442,18579
37,1,37345,30,22,48,62,73,11,99,3212,136,12,4,6,7,6,11,0,79,0,484,41,5,0,7,9,2,102,68,19,9,352,15,0,0,2,3,2,1,1,0,999,129,589,12,0,7042,0,1,333,8,44,14,6,0,1,0,1,9,0,0,0,0,0,39,29,3,1,1,1,2,4,3,0,1,7,6,462,22332
37,2,34285,43,22,46,72,78,3,95,3816,162,16,7,2,11,4,15,0,95,1,508,46,3,0,7,10,1,35,59,7,4,117,13,1,0,3,6,1,2,0,0,1236,154,680,7,0,8173,1,1,58,3,34,1,2,0,1,0,3,3,0,1,1,0,0,8,3,2,0,0,0,0,0,2,0,0,1,1,441,18933
38,1,37282,36,29,45,57,66,8,81,3277,135,17,6,1,4,5,9,1,80,1,456,36,8,0,6,6,3,86,72,20,11,316,15,1,1,2,5,1,3,1,0,1079,148,583,12,0,7262,1,3,262,5,33,3,3,0,2,0,1,3,1,0,0,0,0,53,28,1,1,1,0,1,1,0,3,0,6,4,435,22484
38,2,34642,32,32,48,85,92,3,106,4146,165,20,5,6,9,7,14,1,92,1,463,45,6,0,5,16,0,39,53,7,5,132,17,1,1,7,3,4,4,0,0,1345,186,690,4,0,8013,3,3,60,4,26,1,3,0,1,0,0,3,0,2,1,0,0,9,3,1,1,2,0,0,1,1,2,0,0,1,426,19097
39,1,38184,31,17,47,67,73,5,84,3412,165,15,6,8,9,8,13,2,81,0,445,43,6,2,5,9,2,80,61,31,9,307,21,1,1,0,1,0,3,2,1,1089,117,536,10,1,7311,3,1,246,7,30,8,5,0,1,0,2,3,1,2,1,0,0,59,26,1,0,0,0,0,0,2,4,1,2,7,429,22931
39,2,34854,24,15,35,114,92,1,95,4271,188,31,10,6,6,4,7,1,105,0,432,38,5,0,6,6,2,39,49,5,4,99,13,1,1,4,6,0,3,1,1,1368,120,617,15,0,8165,2,2,59,3,21,0,3,0,0,0,5,13,1,0,1,0,0,9,6,0,0,1,0,0,0,1,1,0,3,0,453,19702
40,1,39686,31,24,50,66,79,7,109,3572,155,14,8,2,7,8,11,2,67,0,480,38,8,1,2,12,2,84,70,20,10,269,22,2,2,2,4,2,1,1,1,1231,158,551,16,0,7306,2,4,227,13,27,6,3,1,1,0,1,6,1,1,0,0,0,55,8,2,0,1,0,0,0,2,3,5,3,5,465,23625
40,2,35754,29,26,54,86,82,3,114,4423,182,18,8,4,4,13,14,1,94,0,477,44,3,0,3,14,0,26,59,9,5,116,21,3,1,7,2,1,1,1,0,1412,162,587,9,0,8346,2,5,57,4,13,3,4,0,1,1,4,4,2,0,1,0,0,6,3,1,1,0,0,0,1,0,0,0,1,0,436,19994
